Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Market_Type,Actual_ESG,Predicted_ESG,Error,Absolute_Error
Technology,Asia,2016,6535.9,15.8,21618.3,9.6,90.8,24.9,41.5,184476.5,110685.9,368952.9,Emerging,52.4,53.14402411606093,-0.7440241160609347,0.7440241160609347
Manufacturing,Asia,2023,2037.2,10.2,2752.0,-11.6,56.7,44.7,41.0,490982.6,654643.5,8183043.8,Emerging,47.5,47.78809190081519,-0.2880919008151892,0.2880919008151892
Retail,North America,2021,716.2,-3.6,1717.2,-2.9,37.6,84.4,36.9,67075.2,33537.6,134150.4,Developed,53.0,52.83740306808864,0.16259693191135938,0.16259693191135938
Retail,Europe,2016,1518.3,6.5,1010.3,19.0,55.8,88.4,73.9,122876.6,61438.3,245753.2,Developed,72.7,72.85571187003147,-0.15571187003146747,0.15571187003146747
Transportation,Africa,2023,511.0,32.6,2119.5,-15.7,97.6,42.9,19.7,158467.2,26411.2,528224.0,Emerging,53.4,53.517681721747394,-0.11768172174739533,0.11768172174739533
Energy,Africa,2020,6217.5,-10.6,23914.6,-0.5,48.7,51.6,55.0,5341607.9,1602482.4,53416079.4,Emerging,51.8,51.78656729143339,0.01343270856660439,0.01343270856660439
Energy,Middle East,2021,15729.7,13.1,26756.2,8.4,46.4,50.8,43.6,13763886.2,4129165.9,137638861.9,Emerging,46.9,47.52243810294171,-0.6224381029417145,0.6224381029417145
Consumer Goods,North America,2018,1095.6,21.5,2845.2,10.5,71.2,49.2,68.7,153804.4,192255.5,769022.0,Developed,63.0,62.721887485024006,0.27811251497599443,0.27811251497599443
Technology,Africa,2024,6456.6,15.0,30711.6,-3.8,99.3,13.6,20.5,163021.5,97812.9,326043.1,Emerging,44.4,45.136790105959584,-0.7367901059595852,0.7367901059595852
Utilities,Middle East,2015,3253.5,12.3,3729.1,,49.2,27.2,34.9,2227763.0,1392351.9,22277630.4,Emerging,37.1,37.18366033902615,-0.08366033902614589,0.08366033902614589
Technology,Asia,2021,1986.5,18.0,12185.2,30.6,96.1,15.1,16.2,52373.0,31423.8,104746.1,Emerging,42.5,42.534583881713985,-0.034583881713984965,0.034583881713984965
Consumer Goods,Latin America,2024,2295.9,7.9,3676.8,4.0,59.0,41.4,59.7,361216.9,451521.1,1806084.4,Emerging,53.4,53.31425071049412,0.0857492895058769,0.0857492895058769
Manufacturing,Oceania,2019,1296.8,11.9,2162.2,3.5,75.9,86.7,92.2,260036.3,346715.1,4333938.8,Developed,84.9,85.5284819540082,-0.6284819540081941,0.6284819540081941
Retail,Middle East,2019,1549.6,2.2,352.3,10.7,29.1,60.8,51.3,154427.5,77213.7,308854.9,Emerging,47.1,46.841897859500044,0.2581021404999575,0.2581021404999575
Finance,North America,2024,1589.3,16.8,3598.0,11.9,97.1,55.9,86.1,16546.8,8273.4,41367.0,Developed,79.7,78.4594739341964,1.240526065803607,1.240526065803607
Finance,Middle East,2022,10120.4,14.5,17006.5,21.9,100.0,45.0,18.1,101203.8,50601.9,253009.6,Emerging,54.4,55.11436799691252,-0.7143679969125216,0.7143679969125216
Technology,Oceania,2017,1372.4,30.5,12729.0,-1.1,85.6,95.6,85.3,41222.1,24733.2,82444.1,Developed,88.9,88.02900353552806,0.8709964644719435,0.8709964644719435
Manufacturing,Europe,2018,1324.3,1.3,251.4,4.1,16.4,96.7,53.8,431060.5,574747.4,7184342.4,Developed,55.6,54.89461448540979,0.7053855145902119,0.7053855145902119
Energy,North America,2018,12590.4,-0.5,50434.2,-10.6,32.2,56.4,74.8,12268370.7,3680511.2,122683706.7,Developed,54.5,54.20453908020763,0.29546091979236877,0.29546091979236877
Utilities,Oceania,2025,1108.8,10.3,1498.4,1.7,66.2,79.0,50.1,653083.3,408177.1,6530833.2,Developed,65.1,65.2463631124695,-0.1463631124695013,0.1463631124695013
Consumer Goods,North America,2024,3179.3,10.3,6923.0,5.2,49.1,88.2,76.5,544604.4,680755.5,2723021.8,Developed,71.2,72.71216493381178,-1.5121649338117749,1.5121649338117749
Transportation,Oceania,2015,622.6,2.0,204.5,,36.6,82.5,50.2,352541.1,58756.8,1175137.0,Developed,56.4,56.71590672031265,-0.315906720312654,0.315906720312654
Transportation,Africa,2016,576.6,7.2,522.5,6.0,57.0,10.9,56.2,277218.7,46203.1,924062.4,Emerging,41.4,42.34157040616516,-0.9415704061651624,0.9415704061651624
Finance,Africa,2017,2954.9,18.9,5505.3,8.3,93.6,67.7,37.2,32176.7,16088.3,80441.7,Emerging,66.2,65.79036483236048,0.40963516763952157,0.40963516763952157
Technology,Europe,2018,15090.6,15.2,36801.0,9.8,99.0,75.9,57.1,382319.1,229391.5,764638.2,Developed,77.3,77.89836811979572,-0.5983681197957225,0.5983681197957225
Healthcare,North America,2023,361.3,8.7,746.3,11.2,56.4,50.7,44.1,29085.7,29085.7,58171.4,Developed,50.4,50.702252217842755,-0.30225221784275647,0.30225221784275647
Utilities,Middle East,2020,398.1,6.3,315.3,13.7,88.9,49.7,30.5,184022.0,115013.7,1840219.9,Emerging,56.4,56.357958235788566,0.04204176421143302,0.04204176421143302
Energy,Africa,2025,16525.4,15.1,28249.6,31.2,51.1,55.6,54.8,13915778.5,4174733.6,139157785.4,Emerging,53.8,53.540445072608065,0.25955492739193176,0.25955492739193176
Consumer Goods,Europe,2017,3902.6,8.8,7976.1,18.9,52.0,96.3,84.1,652484.0,815605.0,3262420.0,Developed,77.5,77.25318407971348,0.24681592028652233,0.24681592028652233
Healthcare,Europe,2024,5268.2,10.7,7977.7,23.9,100.0,53.1,44.8,263408.6,263408.6,526817.3,Developed,66.0,66.22714744699573,-0.22714744699572975,0.22714744699572975
Transportation,Asia,2018,848.7,5.1,695.0,8.6,19.6,30.5,68.3,541331.0,90221.8,1804436.7,Emerging,39.5,38.692171887916395,0.8078281120836053,0.8078281120836053
Transportation,Oceania,2024,3650.2,18.6,12491.0,17.2,43.6,47.5,56.3,1959962.5,326660.4,6533208.3,Developed,49.1,49.336926890911855,-0.23692689091185315,0.23692689091185315
Consumer Goods,North America,2024,3694.7,14.0,8722.0,2.1,41.2,67.5,55.0,673568.3,841960.3,3367841.3,Developed,54.6,54.31378727349522,0.2862127265047789,0.2862127265047789
Healthcare,Europe,2015,1376.0,14.2,2738.2,,91.0,47.7,39.0,77479.1,77479.1,154958.2,Developed,59.2,59.70951054546201,-0.5095105454620068,0.5095105454620068
Technology,North America,2016,5171.8,21.4,17645.3,16.2,98.4,60.1,26.1,132261.8,79357.1,264523.6,Developed,61.5,61.25760102454631,0.24239897545368905,0.24239897545368905
Utilities,Oceania,2015,2212.8,11.5,2249.8,,44.4,49.3,49.5,1574023.0,983764.4,15740229.9,Developed,47.7,47.62475671004682,0.07524328995318541,0.07524328995318541
Consumer Goods,North America,2022,867.6,7.9,1137.4,3.9,37.5,52.4,86.2,162680.2,203350.3,813401.1,Developed,58.7,58.40240537844081,0.2975946215591918,0.2975946215591918
Technology,Middle East,2016,5179.6,16.2,22153.0,3.5,81.8,33.6,11.4,162479.9,97488.0,324959.8,Emerging,42.3,42.932928180936564,-0.6329281809365668,0.6329281809365668
Energy,North America,2021,13880.3,29.3,70812.0,13.4,23.1,97.3,42.5,14411777.0,4323533.1,144117769.9,Developed,54.3,54.87055369357473,-0.5705536935747304,0.5705536935747304
Healthcare,Europe,2024,9702.6,0.5,439.0,11.4,50.6,84.6,87.8,820722.1,820722.1,1641444.1,Developed,74.3,73.89704263382133,0.4029573661786685,0.4029573661786685
Technology,Asia,2023,8350.5,2.3,5607.1,3.3,99.3,65.2,11.9,210812.0,126487.2,421623.9,Emerging,58.8,59.18274539143094,-0.38274539143094444,0.38274539143094444
Consumer Goods,North America,2025,2316.1,29.6,10905.2,13.4,77.5,63.3,67.1,304406.3,380507.9,1522031.6,Developed,69.3,68.75066523600503,0.5493347639949633,0.5493347639949633
Retail,Middle East,2016,1960.5,5.9,2690.4,1.5,73.6,42.9,20.1,134273.6,67136.8,268547.2,Emerging,45.5,45.85443289295884,-0.3544328929588403,0.3544328929588403
Technology,Asia,2020,5322.5,25.8,31526.8,17.4,90.2,29.3,61.2,151256.6,90754.0,302513.2,Emerging,60.3,60.70126405474767,-0.4012640547476707,0.4012640547476707
Healthcare,Africa,2016,5594.8,21.9,24841.7,7.6,44.9,10.8,2.3,495548.6,495548.6,991097.3,Emerging,19.3,20.298118173908588,-0.9981181739085869,0.9981181739085869
Utilities,Asia,2020,709.6,12.2,808.7,-8.3,43.9,79.8,44.5,506592.3,316620.2,5065922.8,Emerging,56.1,56.02074070653764,0.07925929346236416,0.07925929346236416
Healthcare,Middle East,2022,929.2,4.1,541.4,4.7,95.5,41.7,30.8,49382.7,49382.7,98765.5,Emerging,56.0,55.482063237642365,0.5179367623576354,0.5179367623576354
Finance,Middle East,2023,21109.5,-0.9,10710.9,12.9,99.4,28.8,55.0,212877.9,106438.9,532194.7,Emerging,61.1,60.876731463076645,0.22326853692335646,0.22326853692335646
Healthcare,Latin America,2015,2757.6,21.9,8379.4,,61.4,65.0,18.0,212442.1,212442.1,424884.3,Emerging,48.1,48.71508850756214,-0.6150885075621417,0.6150885075621417
Retail,Africa,2021,1009.7,5.0,675.2,2.5,64.4,42.3,57.7,75623.4,37811.7,151246.8,Emerging,54.8,55.31670505750606,-0.5167050575060657,0.5167050575060657
Energy,Africa,2025,3530.9,-6.4,12550.8,16.5,62.1,60.3,34.4,2703003.5,810901.1,27030035.1,Emerging,52.3,52.35887291460483,-0.05887291460483368,0.05887291460483368
Utilities,Asia,2023,408.8,12.1,636.6,1.9,45.5,50.5,11.6,288183.3,180114.6,2881832.9,Emerging,35.9,36.47428743858617,-0.5742874385861683,0.5742874385861683
Manufacturing,North America,2015,409.3,12.4,813.7,,27.6,31.4,68.9,123622.2,164829.6,2060369.4,Developed,42.6,41.12681146462896,1.4731885353710439,1.4731885353710439
Transportation,Oceania,2021,668.7,1.7,187.9,0.3,41.2,58.9,47.8,365683.9,60947.3,1218946.3,Developed,49.3,49.29414783080723,0.005852169192763768,0.005852169192763768
Manufacturing,Europe,2016,2008.7,2.2,857.7,-1.1,40.7,53.6,64.6,551293.1,735057.5,9188218.8,Developed,53.0,52.58629467600519,0.41370532399481164,0.41370532399481164
Healthcare,Oceania,2017,6185.1,22.3,29001.2,9.2,52.2,31.5,79.8,516384.2,516384.2,1032768.3,Developed,54.5,55.05094170731271,-0.5509417073127096,0.5509417073127096
Technology,North America,2025,12974.1,30.0,102146.7,14.9,88.7,63.9,68.3,375637.7,225382.6,751275.4,Developed,73.6,73.25198136333455,0.34801863666544364,0.34801863666544364
Transportation,Latin America,2015,317.9,9.3,522.0,,32.4,85.0,19.6,185629.9,30938.3,618766.3,Emerging,45.7,44.9955886317486,0.7044113682513995,0.7044113682513995
Transportation,Europe,2023,614.2,10.1,1111.8,-10.2,68.0,82.2,78.9,266713.4,44452.2,889044.5,Developed,76.4,76.78523967913438,-0.3852396791343722,0.3852396791343722
Manufacturing,Oceania,2017,1104.6,15.0,2510.2,-5.9,29.2,91.4,87.1,329904.8,439873.0,5498412.6,Developed,69.2,68.76368308335626,0.4363169166437473,0.4363169166437473
Energy,North America,2025,69.3,25.1,292.1,-25.5,23.9,81.7,89.7,71616.5,21485.0,716165.3,Developed,65.1,65.05641963368396,0.04358036631603568,0.04358036631603568
Transportation,Europe,2017,179.6,-1.8,229.7,12.3,9.8,66.4,71.2,121951.4,20325.2,406504.8,Developed,49.1,48.49168234800144,0.6083176519985614,0.6083176519985614
Energy,Latin America,2025,896.5,40.8,6077.3,-3.5,39.9,84.4,28.9,825337.7,247601.3,8253376.7,Emerging,51.1,50.776611219520646,0.3233887804793554,0.3233887804793554
Retail,Europe,2017,515.5,1.4,138.6,2.1,26.6,87.7,38.9,52272.6,26136.3,104545.2,Developed,51.1,51.49083344760715,-0.3908334476071502,0.3908334476071502
Technology,Africa,2025,17950.9,17.3,93662.5,19.3,68.9,43.8,16.0,643993.3,386396.0,1287986.7,Emerging,42.9,41.08379005545079,1.8162099445492075,1.8162099445492075
Retail,Europe,2021,895.8,7.3,1459.3,11.3,34.4,79.1,61.7,85944.5,42972.2,171889.0,Developed,58.4,59.33817630494099,-0.9381763049409884,0.9381763049409884
Manufacturing,Oceania,2022,2756.6,3.8,1191.0,6.9,34.0,33.4,70.1,795662.3,1060883.0,13261037.7,Developed,45.8,44.63842081310579,1.1615791868942082,1.1615791868942082
Consumer Goods,North America,2021,1228.2,8.5,1609.3,10.3,51.3,67.7,100.0,206476.7,258095.9,1032383.6,Developed,73.0,71.91913550820186,1.0808644917981383,1.0808644917981383
Manufacturing,Oceania,2025,823.4,6.0,983.9,0.6,48.6,95.1,65.5,212432.6,283243.4,3540542.6,Developed,69.7,69.54797799335044,0.15202200664955967,0.15202200664955967
Transportation,Asia,2019,2012.9,8.9,3108.2,11.3,10.4,66.9,44.8,1361399.5,226899.9,4537998.4,Emerging,40.7,40.680261607509706,0.01973839249029652,0.01973839249029652
Energy,Africa,2019,2983.8,-4.9,4754.5,-2.3,53.5,51.1,24.3,2462404.6,738721.4,24624046.2,Emerging,43.0,43.55679236188207,-0.5567923618820672,0.5567923618820672
Healthcare,Africa,2025,1116.4,17.8,3499.0,-4.4,56.2,58.5,26.4,90050.6,90050.6,180101.1,Emerging,47.0,46.162212255057945,0.8377877449420552,0.8377877449420552
Technology,Europe,2024,27148.6,7.5,70625.0,8.3,99.6,89.3,95.0,682063.9,409238.3,1364127.8,Developed,94.7,94.43178947060952,0.26821052939048684,0.26821052939048684
Utilities,Oceania,2020,2678.9,19.6,5281.2,15.0,47.5,47.7,50.5,1859307.0,1162066.9,18593070.1,Developed,48.6,48.30201989248444,0.2979801075155635,0.2979801075155635
Utilities,Europe,2022,1137.5,9.2,979.1,13.7,32.6,72.1,88.1,884393.5,552745.9,8843934.7,Developed,64.3,65.80342843926125,-1.5034284392612562,1.5034284392612562
Technology,Asia,2023,1634.5,21.9,7760.0,0.8,18.2,40.3,36.6,87630.0,52578.0,175260.0,Emerging,31.7,30.911710081944793,0.7882899180552059,0.7882899180552059
Finance,Latin America,2017,29584.0,17.9,80799.7,12.1,85.5,90.3,37.7,355977.8,177988.9,889944.6,Emerging,71.2,70.51718508084559,0.68281491915441,0.68281491915441
Manufacturing,Middle East,2016,823.6,-3.6,2946.0,13.5,53.2,20.8,13.1,204548.5,272731.3,3409141.5,Emerging,29.0,28.92922741663433,0.07077258336567027,0.07077258336567027
Utilities,North America,2023,783.1,13.7,973.5,1.3,51.7,72.7,21.7,525186.0,328241.3,5251860.1,Developed,48.7,49.377543226982915,-0.6775432269829125,0.6775432269829125
Finance,Oceania,2021,11825.4,6.8,12286.9,-0.1,89.3,77.1,74.3,136047.7,68023.9,340119.3,Developed,80.2,79.63774670639201,0.5622532936079949,0.5622532936079949
Technology,North America,2024,5872.5,19.3,26807.8,17.4,90.7,63.7,68.8,165896.3,99537.8,331792.6,Developed,74.4,73.94630866909527,0.4536913309047321,0.4536913309047321
Manufacturing,North America,2017,684.0,9.2,613.0,0.0,30.7,31.0,27.7,202140.3,269520.4,3369004.5,Developed,29.8,28.716784297548433,1.083215702451568,1.083215702451568
Consumer Goods,Oceania,2023,1139.9,24.5,6361.6,-2.2,25.4,78.2,53.6,233098.9,291373.6,1165494.4,Developed,52.4,52.445455597929595,-0.04545559792959608,0.04545559792959608
Healthcare,Europe,2020,1340.2,21.3,4943.5,2.3,68.6,78.3,88.9,96486.8,96486.8,192973.6,Developed,78.6,78.60973444947767,-0.009734449477676321,0.009734449477676321
Consumer Goods,North America,2018,2470.6,12.6,4584.1,3.2,46.7,63.0,48.8,431263.7,539079.7,2156318.6,Developed,52.9,52.96929835209142,-0.06929835209142254,0.06929835209142254
Healthcare,Oceania,2021,2591.4,7.7,2185.3,9.9,72.5,70.3,77.8,179396.9,179396.9,358793.7,Developed,73.5,73.81534079138021,-0.31534079138020843,0.31534079138020843
Transportation,Asia,2015,556.9,2.2,246.0,,1.4,54.4,54.8,397756.3,66292.7,1325854.4,Emerging,36.9,38.1400352069797,-1.240035206979698,1.240035206979698
Transportation,Middle East,2020,337.0,5.2,171.1,0.4,10.5,25.6,23.1,227776.9,37962.8,759256.3,Emerging,19.7,19.271223093941074,0.4287769060589248,0.4287769060589248
Transportation,Europe,2020,344.9,-1.7,1060.3,-9.3,32.6,79.9,21.8,201181.6,33530.3,670605.4,Developed,44.7,45.72732148208668,-1.027321482086677,1.027321482086677
Finance,Oceania,2015,1991.4,17.8,6683.8,,99.8,76.1,47.5,19956.6,9978.3,49891.5,Developed,74.5,74.64402251680285,-0.14402251680284905,0.14402251680284905
Retail,Oceania,2024,1139.7,11.8,1417.0,-3.0,77.4,53.4,55.6,74984.8,37492.4,149969.7,Developed,62.1,62.1252784830938,-0.025278483093799764,0.025278483093799764
Energy,Africa,2022,1274.6,-4.3,1937.3,-16.0,57.8,34.9,42.4,1013852.4,304155.7,10138523.9,Emerging,45.0,45.4136778385746,-0.41367783857459983,0.41367783857459983
Utilities,Europe,2016,1532.4,8.0,1029.4,8.4,53.3,94.0,71.2,1014000.8,633750.5,10140007.9,Developed,72.8,72.89245471191096,-0.09245471191096044,0.09245471191096044
Technology,North America,2024,63586.0,-0.6,197082.3,10.9,99.5,22.1,88.8,1600511.7,960307.0,3201023.4,Developed,70.1,69.81309585544652,0.2869041445534748,0.2869041445534748
Utilities,Latin America,2017,842.0,8.8,736.8,-1.0,29.0,53.9,52.0,671726.1,419828.8,6717261.1,Emerging,45.0,45.0495599057391,-0.04955990573910185,0.04955990573910185
Technology,Latin America,2022,93510.8,14.4,446629.1,17.4,79.8,78.1,43.5,2998092.6,1798855.6,5996185.2,Emerging,67.1,66.93905279077758,0.1609472092224138,0.1609472092224138
Retail,Latin America,2023,943.6,15.0,1812.9,13.5,59.9,37.3,84.3,73656.8,36828.4,147313.6,Emerging,60.5,59.65624038020763,0.8437596197923725,0.8437596197923725
Transportation,Africa,2017,726.9,2.8,301.7,6.5,56.0,30.3,28.4,352545.0,58757.5,1175149.9,Emerging,38.2,37.67483138668186,0.5251686133181437,0.5251686133181437
Healthcare,Oceania,2022,8946.8,23.9,38048.8,24.0,31.0,93.6,77.1,879501.2,879501.2,1759002.3,Developed,67.2,67.21516640511895,-0.015166405118947068,0.015166405118947068
Transportation,Africa,2016,396.6,1.1,54.6,0.9,12.8,29.4,4.2,264287.0,44047.8,880956.6,Emerging,15.5,16.089718178640084,-0.5897181786400836,0.5897181786400836
Retail,Middle East,2024,2517.4,3.4,1564.4,25.6,73.1,61.1,27.0,173233.5,86616.7,346467.0,Emerging,53.7,53.76052240032028,-0.06052240032028067,0.06052240032028067
Technology,Oceania,2020,1391.5,29.7,7569.2,3.2,84.5,97.0,65.1,42346.0,25407.6,84692.0,Developed,82.2,81.18590109711059,1.0140989028894154,1.0140989028894154
Manufacturing,Latin America,2024,1753.7,4.8,685.2,8.0,53.8,47.2,34.2,433059.8,577413.1,7217663.9,Emerging,45.1,44.112437646438195,0.9875623535618061,0.9875623535618061
Finance,Oceania,2016,3959.9,17.9,11820.3,7.1,100.0,59.0,33.5,39598.8,19799.4,98996.9,Developed,64.2,63.929222508826975,0.2707774911730283,0.2707774911730283
Transportation,Oceania,2017,465.6,0.6,43.6,13.7,12.5,42.6,31.9,310817.7,51802.9,1036058.9,Developed,29.0,28.15370347386557,0.8462965261344308,0.8462965261344308
Transportation,Middle East,2024,538.2,0.3,15.2,7.8,31.6,10.4,86.3,316049.0,52674.8,1053496.6,Emerging,42.8,42.455770351639146,0.34422964836085157,0.34422964836085157
Healthcare,Europe,2025,2058.8,17.4,8493.3,-11.8,42.3,64.5,65.5,186142.4,186142.4,372284.7,Developed,57.4,58.501430230827665,-1.101430230827667,1.101430230827667
Energy,Europe,2022,4742.1,13.7,7741.8,-15.0,32.5,91.6,62.8,4611522.8,1383456.8,46115227.6,Developed,62.3,60.94531168605513,1.3546883139448695,1.3546883139448695
Manufacturing,Asia,2015,602.6,11.5,1306.5,,53.2,64.1,67.6,149683.0,199577.3,2494716.7,Emerging,61.6,62.4585899253639,-0.8585899253639013,0.8585899253639013
Healthcare,Europe,2022,4064.2,8.0,4459.9,21.6,89.0,43.5,73.9,234457.8,234457.8,468915.6,Developed,68.8,69.27964877660855,-0.4796487766085562,0.4796487766085562
Energy,Africa,2020,12988.0,13.6,30963.0,-18.3,44.0,45.0,39.9,11580894.0,3474268.2,115808940.1,Emerging,43.0,42.37761670428358,0.6223832957164177,0.6223832957164177
Transportation,Latin America,2020,331.1,4.7,254.7,8.3,33.1,63.2,9.1,192407.7,32068.0,641359.1,Emerging,35.1,35.792665636646134,-0.692665636646133,0.692665636646133
Technology,North America,2023,3865.4,29.3,34989.2,9.9,74.2,27.9,84.0,131546.0,78927.6,263091.9,Developed,62.0,62.1432241267074,-0.14322412670740192,0.14322412670740192
Healthcare,Middle East,2025,1384.6,0.6,197.2,7.7,66.5,7.5,78.7,101701.3,101701.3,203402.6,Emerging,50.9,52.45941956107347,-1.5594195610734687,1.5594195610734687
Finance,Oceania,2019,2492.5,23.4,5226.9,8.8,78.1,89.0,51.1,32570.4,16285.2,81426.0,Developed,72.7,73.70295830136743,-1.0029583013674284,1.0029583013674284
Technology,Africa,2021,18496.3,28.8,94576.8,8.2,88.4,53.0,18.2,537450.6,322470.4,1074901.3,Emerging,53.2,53.79730618863337,-0.5973061886333682,0.5973061886333682
Transportation,Middle East,2018,1467.7,-4.4,1090.3,0.7,28.4,42.3,51.2,881438.2,146906.4,2938127.4,Emerging,40.6,41.67880303184694,-1.0788030318469382,1.0788030318469382
Healthcare,Asia,2016,956.3,10.3,1074.6,16.9,88.3,46.4,79.2,55658.6,55658.6,111317.1,Emerging,71.3,71.51621727999728,-0.2162172799972808,0.2162172799972808
Technology,Europe,2015,22195.8,19.4,132073.7,,88.1,92.3,81.0,647142.5,388285.5,1294285.0,Developed,87.2,88.18894818726031,-0.9889481872603056,0.9889481872603056
Utilities,Africa,2015,879.5,10.0,1281.2,,84.2,38.8,26.5,429628.7,268518.0,4296287.4,Emerging,49.8,50.083201763235785,-0.2832017632357875,0.2832017632357875
Manufacturing,Africa,2021,1320.1,10.7,2483.7,-7.9,19.9,73.4,24.0,420174.6,560232.8,7002909.8,Emerging,39.1,39.284114811304946,-0.18411481130494423,0.18411481130494423
Transportation,Latin America,2024,1734.2,15.0,2753.6,8.6,22.7,22.6,45.2,1083092.6,180515.4,3610308.6,Emerging,30.2,29.857923630893076,0.3420763691069233,0.3420763691069233
Utilities,Latin America,2019,1074.8,12.5,1092.3,11.0,62.5,68.8,55.2,655745.9,409841.2,6557458.8,Emerging,62.1,62.75903169428214,-0.6590316942821417,0.6590316942821417
Consumer Goods,Europe,2016,7414.8,15.3,11920.1,9.5,64.8,42.1,92.4,1107130.4,1383913.0,5535652.1,Developed,66.4,67.18950089693669,-0.789500896936687,0.789500896936687
Manufacturing,Middle East,2022,993.9,10.0,1465.9,6.7,76.3,44.3,1.3,198642.3,264856.3,3310704.2,Emerging,40.6,40.1683445180051,0.4316554819949019,0.4316554819949019
Retail,Latin America,2016,1903.9,7.0,2766.9,-1.7,51.1,45.9,20.6,160383.5,80191.7,320767.0,Emerging,39.2,39.53752573029335,-0.33752573029335053,0.33752573029335053
Utilities,Oceania,2018,3172.0,9.7,3126.1,-2.9,35.0,32.4,64.1,2422992.1,1514370.1,24229921.4,Developed,43.8,43.70039919794333,0.09960080205667055,0.09960080205667055
Finance,North America,2021,6632.4,8.1,5237.5,-2.2,61.0,73.4,77.0,102582.5,51291.3,256456.3,Developed,70.4,70.364564581642,0.03543541835800568,0.03543541835800568
Transportation,Latin America,2022,389.6,7.1,327.9,11.8,18.8,44.9,30.2,249794.5,41632.4,832648.3,Emerging,31.3,31.704508585159125,-0.4045085851591246,0.4045085851591246
Manufacturing,North America,2023,2712.2,1.4,720.2,11.3,13.9,59.8,83.3,897201.5,1196268.7,14953358.7,Developed,52.3,52.76612933100702,-0.4661293310070249,0.4661293310070249
Technology,Asia,2018,19271.9,22.3,115280.2,1.8,76.2,75.4,37.0,642586.0,385551.6,1285172.1,Emerging,62.9,61.57398040473133,1.3260195952686686,1.3260195952686686
Manufacturing,Middle East,2016,3311.5,14.0,8063.0,3.5,7.2,64.9,7.4,1141802.9,1522403.8,19030047.7,Emerging,26.5,27.77728539203061,-1.2772853920306098,1.2772853920306098
Transportation,Europe,2018,432.2,3.0,137.0,-1.2,36.2,78.4,21.4,245572.0,40928.7,818573.2,Developed,45.3,45.13529002838956,0.164709971610435,0.164709971610435
Manufacturing,Africa,2020,439.7,13.1,746.9,1.9,18.4,19.7,35.8,141306.2,188408.3,2355103.5,Emerging,24.7,24.804892742592223,-0.1048927425922237,0.1048927425922237
Retail,Africa,2025,3460.4,7.9,4293.1,1.4,95.9,70.4,35.5,182892.9,91446.4,365785.7,Emerging,67.3,67.05810129459014,0.24189870540985225,0.24189870540985225
Consumer Goods,Oceania,2022,1812.1,14.9,3233.0,1.4,45.7,84.3,71.4,319002.6,398753.2,1595012.9,Developed,67.1,66.93080082671597,0.1691991732840279,0.1691991732840279
Utilities,Latin America,2020,341.2,12.3,404.8,0.6,100.0,96.4,34.0,136474.5,85296.5,1364744.8,Emerging,76.8,76.49359309342259,0.30640690657740777,0.30640690657740777
Utilities,Europe,2018,1729.0,9.7,2230.9,10.3,15.7,48.6,58.1,1508200.1,942625.1,15082001.1,Developed,40.8,41.38430298034022,-0.584302980340226,0.584302980340226
Energy,North America,2022,19872.1,14.6,27484.9,22.7,57.8,66.9,66.3,15804609.5,4741382.9,158046095.2,Developed,63.7,63.37969364654089,0.3203063534591095,0.3203063534591095
Energy,North America,2017,2521.7,8.4,2919.1,-5.1,70.3,66.4,78.7,1784229.9,535269.0,17842299.1,Developed,71.8,72.45074009197157,-0.6507400919715707,0.6507400919715707
Technology,North America,2023,7487.0,23.1,26405.0,9.1,100.0,58.2,31.9,187175.5,112305.3,374351.0,Developed,63.4,63.70464767320673,-0.3046476732067305,0.3046476732067305
Manufacturing,Asia,2022,1385.3,1.7,276.3,15.2,29.3,60.7,72.3,413361.8,551149.0,6889362.9,Emerging,54.1,54.389458450201566,-0.2894584502015647,0.2894584502015647
Retail,Oceania,2023,2934.9,6.5,4435.3,-0.6,77.2,73.9,97.2,193656.9,96828.4,387313.7,Developed,82.8,82.05094853385408,0.7490514661459144,0.7490514661459144
Technology,Europe,2021,4260.0,24.9,25275.2,-1.0,93.2,66.9,56.2,116639.8,69983.9,233279.7,Developed,72.1,71.46070435231346,0.6392956476865379,0.6392956476865379
Technology,Latin America,2024,117939.2,14.9,610070.0,9.2,77.8,78.2,50.0,3864217.0,2318530.2,7728434.0,Emerging,68.6,68.66914974781248,-0.06914974781248873,0.06914974781248873
Consumer Goods,Middle East,2023,1842.2,19.0,5530.1,4.3,48.3,60.1,20.1,317472.0,396840.0,1587359.9,Emerging,42.8,41.3093488748853,1.4906511251146952,1.4906511251146952
Healthcare,Oceania,2024,8749.0,-0.7,30780.2,5.3,76.9,65.7,39.4,578892.7,578892.7,1157785.5,Developed,60.7,60.05902801253381,0.6409719874661945,0.6409719874661945
Healthcare,Europe,2015,2663.9,17.1,6440.1,,88.6,95.9,92.5,154412.5,154412.5,308825.0,Developed,92.4,92.61990588869934,-0.21990588869932992,0.21990588869932992
Retail,Oceania,2018,2911.9,1.4,654.3,-3.9,66.9,69.3,95.4,213041.8,106520.9,426083.7,Developed,77.2,78.40979400443098,-1.2097940044309752,1.2097940044309752
